Block,Measure,Station_Name,Year,Month,Daily_Readings,Rule,Monthly_Value
B60,Humidity,Faridpur,1978,11,30,average,75.6667
B60,Humidity,Faridpur,1978,12,31,average,71.7419
B60,Humidity,Faridpur,1979,1,31,average,71.9677
B60,Humidity,Faridpur,1979,2,28,average,67.6786
B60,Humidity,Faridpur,1979,3,31,average,57.9677
B60,Humidity,Faridpur,1979,4,30,average,67.9
B60,Humidity,Faridpur,1979,5,30,average,70.1333
B60,Humidity,Faridpur,1979,6,30,average,83.2333
B60,Humidity,Faridpur,1979,7,31,average,86.7419
B60,Humidity,Faridpur,1979,8,31,average,86.0
B60,Humidity,Faridpur,1979,9,30,average,83.9
B60,Humidity,Faridpur,1979,10,31,average,79.3548
B60,Humidity,Faridpur,1979,11,30,average,76.5333
B60,Humidity,Faridpur,1979,12,31,average,78.7097
B60,Humidity,Faridpur,1980,1,31,average,71.4516
B60,Humidity,Faridpur,1980,2,29,average,70.1379
B60,Humidity,Faridpur,1980,3,31,average,65.5484
B60,Humidity,Faridpur,1980,4,30,average,69.9
B60,Humidity,Faridpur,1980,5,31,average,82.3226
B60,Humidity,Faridpur,1980,6,30,average,87.8333
B60,Humidity,Faridpur,1980,7,31,average,87.2903
B60,Humidity,Faridpur,1980,8,31,average,84.9677
B60,Humidity,Faridpur,1980,9,30,average,83.8667
B60,Humidity,Faridpur,1980,10,31,average,83.7742
B60,Humidity,Faridpur,1980,11,30,average,74.4
B60,Humidity,Faridpur,1980,12,31,average,75.4516
B60,Humidity,Faridpur,1981,1,31,average,74.1935
B60,Humidity,Faridpur,1981,2,28,average,73.5
B60,Humidity,Faridpur,1981,3,31,average,69.8065
B60,Humidity,Faridpur,1981,4,30,average,78.4333
B60,Humidity,Faridpur,1981,5,31,average,81.7742
B60,Humidity,Faridpur,1981,6,30,average,84.4
B60,Humidity,Faridpur,1981,7,28,average,88.5357
B60,Humidity,Faridpur,1981,8,31,average,85.0
B60,Humidity,Faridpur,1981,9,30,average,85.6667
B60,Humidity,Faridpur,1981,10,31,average,74.6129
B60,Humidity,Faridpur,1981,11,30,average,72.2667
B60,Humidity,Faridpur,1981,12,31,average,74.9032
B60,Humidity,Faridpur,1982,1,31,average,72.1613
B60,Humidity,Faridpur,1982,2,28,average,66.8214
B60,Humidity,Faridpur,1982,3,31,average,65.0323
B60,Humidity,Faridpur,1982,4,30,average,73.5333
B60,Humidity,Faridpur,1982,5,31,average,76.6129
B60,Humidity,Faridpur,1982,6,30,average,86.1333
B60,Humidity,Faridpur,1982,7,31,average,85.129
B60,Humidity,Faridpur,1982,8,31,average,87.1613
B60,Humidity,Faridpur,1982,9,30,average,84.0
B60,Humidity,Faridpur,1982,10,31,average,76.9032
B60,Humidity,Faridpur,1982,11,30,average,76.1
B60,Humidity,Faridpur,1982,12,31,average,73.129
B60,Humidity,Faridpur,1983,1,31,average,73.2581
B60,Humidity,Faridpur,1983,2,28,average,66.4286
B60,Humidity,Faridpur,1983,3,31,average,68.7097
B60,Humidity,Faridpur,1983,4,30,average,66.9
B60,Humidity,Faridpur,1983,5,31,average,80.2903
B60,Humidity,Faridpur,1983,6,30,average,82.8
B60,Humidity,Faridpur,1983,7,31,average,86.4194
B60,Humidity,Faridpur,1983,8,31,average,86.5484
B60,Humidity,Faridpur,1983,9,30,average,86.2333
B60,Humidity,Faridpur,1983,10,31,average,82.2581
B60,Humidity,Faridpur,1983,11,30,average,74.4
B60,Humidity,Faridpur,1983,12,31,average,75.7742
B60,Humidity,Faridpur,1984,1,31,average,74.6452
B60,Humidity,Faridpur,1984,2,29,average,67.3448
B60,Humidity,Faridpur,1984,3,31,average,59.9032
B60,Humidity,Faridpur,1984,4,30,average,68.0333
B60,Humidity,Faridpur,1984,5,31,average,82.8065
B60,Humidity,Faridpur,1984,6,30,average,86.3333
B60,Humidity,Faridpur,1984,7,31,average,86.0323
B60,Humidity,Faridpur,1984,8,31,average,85.0645
B60,Humidity,Faridpur,1984,9,30,average,82.4667
B60,Humidity,Faridpur,1984,10,31,average,81.4194
B60,Humidity,Faridpur,1984,11,30,average,73.9667
B60,Humidity,Faridpur,1984,12,31,average,75.8387
B60,Humidity,Faridpur,1985,1,31,average,75.7097
B60,Humidity,Faridpur,1985,2,28,average,64.75
B60,Humidity,Faridpur,1985,3,31,average,67.7097
B60,Humidity,Faridpur,1985,4,30,average,73.1
B60,Humidity,Faridpur,1985,5,31,average,81.129
B60,Humidity,Faridpur,1985,6,30,average,86.8
B60,Humidity,Faridpur,1985,7,31,average,87.5484
B60,Humidity,Faridpur,1985,8,31,average,85.1613
B60,Humidity,Faridpur,1985,9,30,average,85.5333
B60,Humidity,Faridpur,1985,10,31,average,79.0645
B60,Humidity,Faridpur,1985,11,30,average,76.2
B60,Humidity,Faridpur,1985,12,31,average,75.8065
B60,Humidity,Faridpur,1986,1,31,average,76.8065
B60,Humidity,Faridpur,1986,2,28,average,67.3571
B60,Humidity,Faridpur,1986,3,31,average,55.5806
B60,Humidity,Faridpur,1986,4,30,average,76.3333
B60,Humidity,Faridpur,1986,5,31,average,78.871
B60,Humidity,Faridpur,1986,6,30,average,84.8333
B60,Humidity,Faridpur,1986,7,31,average,87.3871
B60,Humidity,Faridpur,1986,8,31,average,83.6452
B60,Humidity,Faridpur,1986,9,30,average,87.0
B60,Humidity,Faridpur,1986,10,31,average,83.2258
B60,Humidity,Faridpur,1986,11,30,average,80.7
B60,Humidity,Faridpur,1986,12,31,average,78.0645
B60,Humidity,Faridpur,1987,1,31,average,76.1613
B60,Humidity,Faridpur,1987,2,28,average,71.0
B60,Humidity,Faridpur,1987,3,31,average,66.7742
B60,Humidity,Faridpur,1987,4,30,average,69.8667
B60,Humidity,Faridpur,1987,5,31,average,75.2258
B60,Humidity,Faridpur,1987,6,30,average,85.8
B60,Humidity,Faridpur,1987,7,31,average,90.2258
B60,Humidity,Faridpur,1987,8,31,average,85.4839
B60,Humidity,Faridpur,1987,9,30,average,83.8
B60,Humidity,Faridpur,1987,10,31,average,79.3548
B60,Humidity,Faridpur,1987,11,30,average,79.6333
B60,Humidity,Faridpur,1987,12,31,average,81.1613
B60,Humidity,Faridpur,1988,1,31,average,76.5806
B60,Humidity,Faridpur,1988,2,29,average,73.1034
B60,Humidity,Faridpur,1988,3,31,average,71.9677
B60,Humidity,Faridpur,1988,4,30,average,73.1667
B60,Humidity,Faridpur,1988,5,31,average,83.1935
B60,Humidity,Faridpur,1988,6,30,average,86.5
B60,Humidity,Faridpur,1988,7,31,average,86.4194
B60,Humidity,Faridpur,1988,8,31,average,85.8387
B60,Humidity,Faridpur,1988,9,30,average,81.9667
B60,Humidity,Faridpur,1988,10,31,average,80.129
B60,Humidity,Faridpur,1988,11,30,average,80.6667
B60,Humidity,Faridpur,1988,12,31,average,82.7742
B60,Humidity,Faridpur,1989,1,31,average,74.3548
B60,Humidity,Faridpur,1989,2,28,average,67.3571
B60,Humidity,Faridpur,1989,3,31,average,62.7742
B60,Humidity,Faridpur,1989,4,30,average,71.4667
B60,Humidity,Faridpur,1989,5,31,average,80.8065
B60,Humidity,Faridpur,1989,6,30,average,84.5
B60,Humidity,Faridpur,1989,7,31,average,87.3548
B60,Humidity,Faridpur,1989,8,31,average,83.7742
B60,Humidity,Faridpur,1989,9,30,average,87.0
B60,Humidity,Faridpur,1989,10,31,average,84.5806
B60,Humidity,Faridpur,1989,11,30,average,78.6
B60,Humidity,Faridpur,1989,12,31,average,78.3871
B60,Humidity,Faridpur,1990,1,31,average,79.5161
B60,Humidity,Faridpur,1990,2,28,average,75.1429
B60,Humidity,Faridpur,1990,3,31,average,77.0968
B60,Humidity,Faridpur,1990,4,30,average,80.1
B60,Humidity,Faridpur,1990,5,31,average,82.6774
B60,Humidity,Faridpur,1990,6,30,average,87.3333
B60,Humidity,Faridpur,1990,7,31,average,88.6774
B60,Humidity,Faridpur,1990,8,31,average,84.1935
B60,Humidity,Faridpur,1990,9,30,average,85.3667
B60,Humidity,Faridpur,1990,10,31,average,81.4839
B60,Humidity,Faridpur,1990,11,30,average,78.0667
B60,Humidity,Faridpur,1990,12,31,average,78.2258
B60,Humidity,Faridpur,1991,1,31,average,77.129
B60,Humidity,Faridpur,1991,2,28,average,73.2857
B60,Humidity,Faridpur,1991,3,31,average,70.8065
B60,Humidity,Faridpur,1991,4,30,average,74.3667
B60,Humidity,Faridpur,1991,5,31,average,84.4516
B60,Humidity,Faridpur,1991,6,30,average,88.1333
B60,Humidity,Faridpur,1991,7,31,average,87.7419
B60,Humidity,Faridpur,1991,8,31,average,86.2258
B60,Humidity,Faridpur,1991,9,30,average,88.2
B60,Humidity,Faridpur,1991,10,31,average,84.9355
B60,Humidity,Faridpur,1991,11,30,average,79.0333
B60,Humidity,Faridpur,1991,12,31,average,81.3226
B60,Humidity,Faridpur,1992,1,31,average,81.9032
B60,Humidity,Faridpur,1992,2,29,average,76.069
B60,Humidity,Faridpur,1992,3,31,average,63.2258
B60,Humidity,Faridpur,1992,4,30,average,65.0667
B60,Humidity,Faridpur,1992,5,31,average,77.4194
B60,Humidity,Faridpur,1992,6,30,average,83.3667
B60,Humidity,Faridpur,1992,7,31,average,86.6452
B60,Humidity,Faridpur,1992,8,31,average,85.6129
B60,Humidity,Faridpur,1992,9,30,average,84.9667
B60,Humidity,Faridpur,1992,10,31,average,82.5484
B60,Humidity,Faridpur,1992,11,30,average,76.8333
B60,Humidity,Faridpur,1992,12,31,average,76.9355
B60,Humidity,Faridpur,1993,1,31,average,77.871
B60,Humidity,Faridpur,1993,2,28,average,73.6071
B60,Humidity,Faridpur,1993,3,31,average,66.0645
B60,Humidity,Faridpur,1993,4,30,average,73.4333
B60,Humidity,Faridpur,1993,5,31,average,82.8387
B60,Humidity,Faridpur,1993,6,30,average,85.5
B60,Humidity,Faridpur,1993,7,31,average,86.9355
B60,Humidity,Faridpur,1993,8,31,average,88.0
B60,Humidity,Faridpur,1993,9,30,average,86.1667
B60,Humidity,Faridpur,1993,10,31,average,83.6452
B60,Humidity,Faridpur,1993,11,30,average,80.0333
B60,Humidity,Faridpur,1993,12,31,average,76.5806
B60,Humidity,Faridpur,1994,1,31,average,78.5161
B60,Humidity,Faridpur,1994,2,28,average,76.0714
B60,Humidity,Faridpur,1994,3,31,average,70.5484
B60,Humidity,Faridpur,1994,4,30,average,71.8
B60,Humidity,Faridpur,1994,5,31,average,79.2258
B60,Humidity,Faridpur,1994,6,30,average,87.3667
B60,Humidity,Faridpur,1994,7,31,average,85.6452
B60,Humidity,Faridpur,1994,8,31,average,85.7742
B60,Humidity,Faridpur,1994,9,30,average,81.6333
B60,Humidity,Faridpur,1994,10,31,average,79.2258
B60,Humidity,Faridpur,1994,11,30,average,77.4667
B60,Humidity,Faridpur,1994,12,31,average,75.7097
B60,Humidity,Faridpur,1995,1,31,average,74.6452
B60,Humidity,Faridpur,1995,2,28,average,75.25
B60,Humidity,Faridpur,1995,3,31,average,60.8387
B60,Humidity,Faridpur,1995,4,30,average,64.8667
B60,Humidity,Faridpur,1995,5,31,average,79.6129
B60,Humidity,Faridpur,1995,6,30,average,85.7667
B60,Humidity,Faridpur,1995,7,31,average,87.5484
B60,Humidity,Faridpur,1995,8,31,average,86.5806
B60,Humidity,Faridpur,1995,9,30,average,86.8667
B60,Humidity,Faridpur,1995,10,31,average,82.3548
B60,Humidity,Faridpur,1995,11,30,average,80.0667
B60,Humidity,Faridpur,1995,12,31,average,78.5806
B60,Humidity,Faridpur,1996,1,31,average,77.4516
B60,Humidity,Faridpur,1996,2,29,average,73.4828
B60,Humidity,Faridpur,1996,3,31,average,68.871
B60,Humidity,Faridpur,1996,4,30,average,67.9667
B60,Humidity,Faridpur,1996,5,31,average,79.9032
B60,Humidity,Faridpur,1996,6,30,average,85.8333
B60,Humidity,Faridpur,1996,7,31,average,88.0
B60,Humidity,Faridpur,1996,8,31,average,88.5161
B60,Humidity,Faridpur,1996,9,30,average,84.1667
B60,Humidity,Faridpur,1996,10,31,average,80.5484
B60,Humidity,Faridpur,1996,11,30,average,78.6667
B60,Humidity,Faridpur,1996,12,31,average,74.5806
B60,Humidity,Faridpur,1997,1,31,average,74.6452
B60,Humidity,Faridpur,1997,2,28,average,71.0714
B60,Humidity,Faridpur,1997,3,31,average,70.5161
B60,Humidity,Faridpur,1997,4,30,average,75.0
B60,Humidity,Faridpur,1997,5,31,average,76.6129
B60,Humidity,Faridpur,1997,6,30,average,84.3667
B60,Humidity,Faridpur,1997,7,31,average,87.8065
B60,Humidity,Faridpur,1997,8,31,average,85.8387
B60,Humidity,Faridpur,1997,9,30,average,86.9667
B60,Humidity,Faridpur,1997,10,31,average,79.4516
B60,Humidity,Faridpur,1997,11,30,average,79.0667
B60,Humidity,Faridpur,1997,12,31,average,82.8387
B60,Humidity,Faridpur,1998,1,31,average,83.3548
B60,Humidity,Faridpur,1998,2,28,average,76.5357
B60,Humidity,Faridpur,1998,3,31,average,73.129
B60,Humidity,Faridpur,1998,4,30,average,77.0667
B60,Humidity,Faridpur,1998,5,31,average,80.4194
B60,Humidity,Faridpur,1998,6,30,average,84.9
B60,Humidity,Faridpur,1998,7,31,average,88.3871
B60,Humidity,Faridpur,1998,8,31,average,86.2258
B60,Humidity,Faridpur,1998,9,30,average,84.7333
B60,Humidity,Faridpur,1998,10,31,average,82.4839
B60,Humidity,Faridpur,1998,11,30,average,79.6333
B60,Humidity,Faridpur,1998,12,31,average,77.6452
B60,Humidity,Faridpur,1999,1,31,average,75.871
B60,Humidity,Faridpur,1999,2,28,average,69.3214
B60,Humidity,Faridpur,1999,3,31,average,63.4839
B60,Humidity,Faridpur,1999,4,30,average,74.4333
B60,Humidity,Faridpur,1999,5,31,average,81.0645
B60,Humidity,Faridpur,1999,6,30,average,84.9333
B60,Humidity,Faridpur,1999,7,31,average,88.2258
B60,Humidity,Faridpur,1999,8,31,average,87.0
B60,Humidity,Faridpur,1999,9,30,average,86.9
B60,Humidity,Faridpur,1999,10,31,average,84.0968
B60,Humidity,Faridpur,1999,11,30,average,76.9333
B60,Humidity,Faridpur,1999,12,31,average,77.5806
B60,Humidity,Faridpur,2000,1,31,average,78.5484
B60,Humidity,Faridpur,2000,2,29,average,71.6552
B60,Humidity,Faridpur,2000,3,31,average,69.5161
B60,Humidity,Faridpur,2000,4,30,average,76.8
B60,Humidity,Faridpur,2000,5,31,average,80.5161
B60,Humidity,Faridpur,2000,6,30,average,84.3333
B60,Humidity,Faridpur,2000,7,31,average,85.3871
B60,Humidity,Faridpur,2000,8,31,average,85.9355
B60,Humidity,Faridpur,2000,9,30,average,86.6333
B60,Humidity,Faridpur,2000,10,31,average,84.3871
B60,Humidity,Faridpur,2000,11,30,average,77.8333
B60,Humidity,Faridpur,2000,12,31,average,75.5161
B60,Humidity,Faridpur,2001,1,31,average,74.0
B60,Humidity,Faridpur,2001,2,28,average,71.7143
B60,Humidity,Faridpur,2001,3,31,average,64.0645
B60,Humidity,Faridpur,2001,4,30,average,70.0333
B60,Humidity,Faridpur,2001,5,31,average,81.3548
B60,Humidity,Faridpur,2001,6,30,average,87.6333
B60,Humidity,Faridpur,2001,7,31,average,86.129
B60,Humidity,Faridpur,2001,8,31,average,83.1935
B60,Humidity,Faridpur,2001,9,30,average,84.7333
B60,Humidity,Faridpur,2001,10,31,average,84.3871
B60,Humidity,Faridpur,2001,11,30,average,82.1333
B60,Humidity,Faridpur,2001,12,31,average,81.5161
B60,Humidity,Faridpur,2002,1,31,average,77.2903
B60,Humidity,Faridpur,2002,2,28,average,70.5
B60,Humidity,Faridpur,2002,3,31,average,69.2903
B60,Humidity,Faridpur,2002,4,30,average,75.4
B60,Humidity,Faridpur,2002,5,31,average,81.7419
B60,Humidity,Faridpur,2002,6,30,average,86.9
B60,Humidity,Faridpur,2002,7,31,average,87.4839
B60,Humidity,Faridpur,2002,8,31,average,86.3548
B60,Humidity,Faridpur,2002,9,30,average,84.5333
B60,Humidity,Faridpur,2002,10,31,average,80.3871
B60,Humidity,Faridpur,2002,11,30,average,80.2667
B60,Humidity,Faridpur,2002,12,31,average,80.4194
B60,Humidity,Faridpur,2003,1,31,average,81.0968
B60,Humidity,Faridpur,2003,2,28,average,74.6786
B60,Humidity,Faridpur,2003,3,31,average,72.1613
B60,Humidity,Faridpur,2003,4,30,average,76.6
B60,Humidity,Faridpur,2003,5,31,average,77.0645
B60,Humidity,Faridpur,2003,6,30,average,85.2667
B60,Humidity,Faridpur,2003,7,31,average,84.9355
B60,Humidity,Faridpur,2003,8,31,average,83.7097
B60,Humidity,Faridpur,2003,9,30,average,86.5
B60,Humidity,Faridpur,2003,10,31,average,85.2258
B60,Humidity,Faridpur,2003,11,30,average,75.8667
B60,Humidity,Faridpur,2003,12,31,average,79.7419
B60,Humidity,Faridpur,2004,1,31,average,80.7742
B60,Humidity,Faridpur,2004,2,29,average,69.1724
B60,Humidity,Faridpur,2004,3,31,average,67.7419
B60,Humidity,Faridpur,2004,4,30,average,75.4
B60,Humidity,Faridpur,2004,5,31,average,72.0968
B60,Humidity,Faridpur,2004,6,30,average,85.2
B60,Humidity,Faridpur,2004,7,31,average,84.0968
B60,Humidity,Faridpur,2004,8,31,average,83.8387
B60,Humidity,Faridpur,2004,9,30,average,87.6
B60,Humidity,Faridpur,2004,10,31,average,82.2581
B60,Humidity,Faridpur,2004,11,30,average,77.0667
B60,Humidity,Faridpur,2004,12,31,average,77.7742
B60,Humidity,Faridpur,2005,1,31,average,77.1935
B60,Humidity,Faridpur,2005,2,28,average,71.1786
B60,Humidity,Faridpur,2005,3,31,average,71.0323
B60,Humidity,Faridpur,2005,4,30,average,70.5333
B60,Humidity,Faridpur,2005,5,31,average,76.4516
B60,Humidity,Faridpur,2005,6,30,average,82.6333
B60,Humidity,Faridpur,2005,7,31,average,87.0323
B60,Humidity,Faridpur,2005,8,31,average,87.4516
B60,Humidity,Faridpur,2005,9,30,average,84.2667
B60,Humidity,Faridpur,2005,10,31,average,85.4194
B60,Humidity,Faridpur,2005,11,30,average,79.5
B60,Humidity,Faridpur,2005,12,31,average,76.8065
B60,Humidity,Faridpur,2006,1,31,average,76.3548
B60,Humidity,Faridpur,2006,2,28,average,73.5
B60,Humidity,Faridpur,2006,3,31,average,62.1613
B60,Humidity,Faridpur,2006,4,30,average,73.3667
B60,Humidity,Faridpur,2006,5,31,average,77.9032
B60,Humidity,Faridpur,2006,6,30,average,85.4667
B60,Humidity,Faridpur,2006,7,31,average,85.2258
B60,Humidity,Faridpur,2006,8,31,average,83.4516
B60,Humidity,Faridpur,2006,9,30,average,85.0333
B60,Humidity,Faridpur,2006,10,31,average,81.2258
B60,Humidity,Faridpur,2006,11,30,average,77.5667
B60,Humidity,Faridpur,2006,12,31,average,77.7419
B60,Humidity,Faridpur,2007,1,31,average,76.7097
B60,Humidity,Faridpur,2007,2,28,average,78.1786
B60,Humidity,Faridpur,2007,3,31,average,63.7419
B60,Humidity,Faridpur,2007,4,30,average,72.7333
B60,Humidity,Faridpur,2007,5,31,average,74.5484
B60,Humidity,Faridpur,2007,6,30,average,84.2667
B60,Humidity,Faridpur,2007,7,31,average,87.0
B60,Humidity,Faridpur,2007,8,31,average,80.9355
B60,Humidity,Faridpur,2007,9,30,average,82.7333
B60,Humidity,Faridpur,2007,10,31,average,80.5484
B60,Humidity,Faridpur,2007,11,30,average,79.8667
B60,Humidity,Faridpur,2007,12,31,average,76.7742
B60,Humidity,Faridpur,2008,1,31,average,77.5806
B60,Humidity,Faridpur,2008,2,29,average,73.5862
B60,Humidity,Faridpur,2008,3,31,average,73.0323
B60,Humidity,Faridpur,2008,4,30,average,71.0
B60,Humidity,Faridpur,2008,5,31,average,74.5806
B60,Humidity,Faridpur,2008,6,30,average,84.6667
B60,Humidity,Faridpur,2008,7,31,average,86.8387
B60,Humidity,Faridpur,2008,8,31,average,85.129
B60,Humidity,Faridpur,2008,9,30,average,83.0667
B60,Humidity,Faridpur,2008,10,31,average,81.129
B60,Humidity,Faridpur,2008,11,30,average,76.5
B60,Humidity,Faridpur,2008,12,31,average,82.9032
B60,Humidity,Faridpur,2009,1,31,average,79.6129
B60,Humidity,Faridpur,2009,2,28,average,67.75
B60,Humidity,Faridpur,2009,3,31,average,62.6774
B60,Humidity,Faridpur,2009,4,30,average,68.1
B60,Humidity,Faridpur,2009,5,31,average,76.2581
B60,Humidity,Faridpur,2009,6,30,average,80.3
B60,Humidity,Faridpur,2009,7,31,average,86.0968
B60,Humidity,Faridpur,2009,8,31,average,86.3548
B60,Humidity,Faridpur,2009,9,30,average,84.0
B60,Humidity,Faridpur,2009,10,31,average,79.1935
B60,Humidity,Faridpur,2009,11,30,average,75.9
B60,Humidity,Faridpur,2009,12,31,average,78.6452
B60,Humidity,Faridpur,2010,1,31,average,78.9355
B60,Humidity,Faridpur,2010,2,28,average,68.9643
B60,Humidity,Faridpur,2010,3,31,average,66.0323
B60,Humidity,Faridpur,2010,4,30,average,71.7
B60,Humidity,Faridpur,2010,5,31,average,77.4516
B60,Humidity,Faridpur,2010,6,30,average,85.1667
B60,Humidity,Faridpur,2010,7,31,average,84.4194
B60,Humidity,Faridpur,2010,8,31,average,83.4839
B60,Humidity,Faridpur,2010,9,30,average,85.4
B60,Humidity,Faridpur,2010,10,31,average,81.3871
B60,Humidity,Faridpur,2010,11,30,average,77.8667
B60,Humidity,Faridpur,2010,12,31,average,77.7097
B60,Humidity,Faridpur,2011,1,31,average,78.0968
B60,Humidity,Faridpur,2011,2,28,average,68.4643
B60,Humidity,Faridpur,2011,3,31,average,67.0323
B60,Humidity,Faridpur,2011,4,30,average,72.1
B60,Humidity,Faridpur,2011,5,31,average,79.2903
B60,Humidity,Faridpur,2011,6,30,average,85.1
B60,Humidity,Faridpur,2011,7,31,average,83.6774
B60,Humidity,Faridpur,2011,8,31,average,86.0645
B60,Humidity,Faridpur,2011,9,30,average,83.8
B60,Humidity,Faridpur,2011,10,31,average,78.4516
B60,Humidity,Faridpur,2011,11,30,average,77.3333
B60,Humidity,Faridpur,2011,12,31,average,82.0968
B60,Humidity,Faridpur,2012,1,31,average,76.9677
B60,Humidity,Faridpur,2012,2,29,average,66.6207
B60,Humidity,Faridpur,2012,3,31,average,64.3548
B60,Humidity,Faridpur,2012,4,30,average,71.6333
B60,Humidity,Faridpur,2012,5,31,average,76.6452
B60,Humidity,Faridpur,2012,6,30,average,81.7
B60,Humidity,Faridpur,2012,7,31,average,85.6129
B60,Humidity,Faridpur,2012,8,31,average,84.7742
B60,Humidity,Faridpur,2012,9,30,average,84.5333
B60,Humidity,Faridpur,2012,10,31,average,79.9032
B60,Humidity,Faridpur,2012,11,30,average,77.5333
B60,Humidity,Faridpur,2012,12,31,average,83.2581
B60,Humidity,Faridpur,2013,1,31,average,76.9032
B60,Humidity,Faridpur,2013,2,28,average,69.7857
B60,Humidity,Faridpur,2013,3,31,average,65.0
B60,Humidity,Faridpur,2013,4,30,average,68.3667
B60,Humidity,Faridpur,2013,5,31,average,84.0323
B60,Humidity,Faridpur,2013,6,30,average,82.4667
B60,Humidity,Faridpur,2013,7,31,average,83.6129
B60,Humidity,Faridpur,2013,8,31,average,85.6452
B60,Humidity,Faridpur,2013,9,30,average,85.4333
B60,Humidity,Faridpur,2013,10,31,average,85.4194
B60,Humidity,Faridpur,2013,11,30,average,76.2
B60,Humidity,Faridpur,2013,12,31,average,79.6774
B60,Humidity,Faridpur,2014,1,31,average,83.2903
B60,Humidity,Faridpur,2014,2,28,average,74.8571
B60,Humidity,Faridpur,2014,3,31,average,65.0
B60,Humidity,Faridpur,2014,4,30,average,64.3667
B60,Humidity,Faridpur,2014,5,31,average,74.7742
B60,Humidity,Faridpur,2014,6,30,average,84.8333
B60,Humidity,Faridpur,2014,7,31,average,85.2903
B60,Humidity,Faridpur,2014,8,31,average,86.4194
B60,Humidity,Faridpur,2014,9,30,average,83.7333
B60,Humidity,Faridpur,2014,10,31,average,80.8065
B60,Humidity,Faridpur,2014,11,30,average,77.6
B60,Humidity,Faridpur,2014,12,31,average,84.5806
B60,Humidity,Faridpur,2015,1,31,average,81.4516
B60,Humidity,Faridpur,2015,2,28,average,76.6071
B60,Humidity,Faridpur,2015,3,31,average,64.8065
B60,Humidity,Faridpur,2015,4,30,average,75.5667
B60,Humidity,Faridpur,2015,5,31,average,78.4839
B60,Humidity,Faridpur,2015,6,30,average,84.5
B60,Humidity,Faridpur,2015,7,31,average,87.3871
B60,Humidity,Faridpur,2015,8,31,average,86.4839
B60,Humidity,Faridpur,2015,9,30,average,84.3667
B60,Humidity,Faridpur,2015,10,31,average,80.6452
B60,Humidity,Faridpur,2015,11,30,average,79.5667
B60,Humidity,Faridpur,2015,12,31,average,80.9677
B60,Humidity,Faridpur,2016,1,31,average,79.6774
B60,Humidity,Faridpur,2016,2,29,average,74.5172
B60,Humidity,Faridpur,2016,3,31,average,68.1613
B60,Humidity,Faridpur,2016,4,30,average,74.0667
B60,Humidity,Faridpur,2016,5,31,average,79.4194
B60,Humidity,Faridpur,2016,6,30,average,82.4333
B60,Humidity,Faridpur,2016,7,31,average,87.3548
B60,Humidity,Faridpur,2016,8,31,average,83.3548
B60,Humidity,Faridpur,2016,9,30,average,85.5
B60,Humidity,Faridpur,2016,10,31,average,82.6452
B60,Humidity,Faridpur,2016,11,30,average,80.6333
B60,Humidity,Faridpur,2016,12,31,average,82.1935
B60,Humidity,Faridpur,2017,1,31,average,76.7097
B60,Humidity,Faridpur,2017,2,28,average,71.0
B60,Humidity,Faridpur,2017,3,31,average,72.6129
B60,Humidity,Faridpur,2017,4,30,average,75.9333
B60,Humidity,Faridpur,2017,5,31,average,79.0
B60,Humidity,Faridpur,2017,6,30,average,84.7667
B60,Humidity,Faridpur,2017,7,31,average,86.9677
B60,Humidity,Faridpur,2017,8,31,average,85.0323
B60,Humidity,Faridpur,2017,9,30,average,86.0667
B60,Humidity,Faridpur,2017,10,31,average,85.1613
B60,Humidity,Faridpur,2017,11,30,average,78.8
B60,Humidity,Faridpur,2017,12,31,average,83.9355
B60,Humidity,Faridpur,2018,1,31,average,80.2903
B60,Humidity,Faridpur,2018,2,28,average,73.3929
B60,Humidity,Faridpur,2018,3,31,average,68.2903
B60,Humidity,Faridpur,2018,4,30,average,76.8
B60,Humidity,Faridpur,2018,5,31,average,82.2903
B60,Humidity,Faridpur,2018,6,30,average,83.7
B60,Humidity,Faridpur,2018,7,31,average,85.6774
B60,Humidity,Faridpur,2018,8,31,average,83.4516
B60,Humidity,Faridpur,2018,9,30,average,83.3
B60,Humidity,Faridpur,2018,10,31,average,80.3226
B60,Humidity,Faridpur,2018,11,30,average,78.0667
B60,Humidity,Faridpur,2018,12,31,average,77.0968
B60,Humidity,Faridpur,2019,1,31,average,73.5484
B60,Humidity,Faridpur,2019,2,28,average,75.4643
B60,Humidity,Faridpur,2019,3,31,average,70.1613
B60,Humidity,Faridpur,2019,4,30,average,76.0333
B60,Humidity,Faridpur,2019,5,31,average,77.9032
B60,Humidity,Faridpur,2019,6,30,average,81.8667
B60,Humidity,Faridpur,2019,7,31,average,85.2258
B60,Humidity,Faridpur,2019,8,31,average,83.5806
B60,Humidity,Faridpur,2019,9,30,average,83.4667
B60,Humidity,Faridpur,2019,10,31,average,83.9677
B60,Humidity,Faridpur,2019,11,30,average,80.9
B60,Humidity,Faridpur,2019,12,31,average,81.7419
B60,Humidity,Faridpur,2020,1,31,average,82.1935
B60,Humidity,Faridpur,2020,2,29,average,71.4483
B60,Humidity,Faridpur,2020,3,31,average,64.0645
B60,Humidity,Faridpur,2020,4,30,average,71.8667
B60,Humidity,Faridpur,2020,5,31,average,80.1935
B60,Humidity,Faridpur,2020,6,30,average,84.3
B60,Humidity,Faridpur,2020,7,31,average,85.4194
