WQ_Station_Name,Year,Parameter_Type,Value
Near Dhanmondi-32 Bridge,2021,Biochemical Oxygen Demand,8.22
Near Dhanmondi-32 Bridge,2022,Biochemical Oxygen Demand,4.83
Near Dhanmondi-32 Bridge,2023,Biochemical Oxygen Demand,6.8
"Near Dutta Bari Bridge, Bogra (Down stream)",2018,Biochemical Oxygen Demand,4.2
"Near Dutta Bari Bridge, Bogra (Down stream)",2018,Dissolved Oxygen,3.15
"Near Dutta Bari Bridge, Bogra (Down stream)",2018,pH,6.9
"Near Dutta Bari Bridge, Bogra (Down stream)",2019,Biochemical Oxygen Demand,5.08
"Near Dutta Bari Bridge, Bogra (Down stream)",2019,Dissolved Oxygen,3.78
"Near Dutta Bari Bridge, Bogra (Down stream)",2019,pH,7.13
"Near Dutta Bari Bridge, Bogra (Up stream)",2018,Biochemical Oxygen Demand,4.25
"Near Dutta Bari Bridge, Bogra (Up stream)",2018,Dissolved Oxygen,3.19
"Near Dutta Bari Bridge, Bogra (Up stream)",2018,pH,6.9
"Near Dutta Bari Bridge, Bogra (Up stream)",2019,Biochemical Oxygen Demand,5.06
"Near Dutta Bari Bridge, Bogra (Up stream)",2019,Dissolved Oxygen,3.8
"Near Dutta Bari Bridge, Bogra (Up stream)",2019,pH,7.13
"Near Dutta Bari Bridge, Bogura (Downstream)",2020,Biochemical Oxygen Demand,5.36
"Near Dutta Bari Bridge, Bogura (Downstream)",2020,Dissolved Oxygen,3.7
"Near Dutta Bari Bridge, Bogura (Downstream)",2020,pH,7.06
"Near Dutta Bari Bridge, Bogura (Upstream)",2020,Biochemical Oxygen Demand,5.36
"Near Dutta Bari Bridge, Bogura (Upstream)",2020,Dissolved Oxygen,3.73
"Near Dutta Bari Bridge, Bogura (Upstream)",2020,pH,7.06
"Near Foteh Ali Bridge, Bogra (Down stream)",2018,Biochemical Oxygen Demand,4.13
"Near Foteh Ali Bridge, Bogra (Down stream)",2018,Dissolved Oxygen,3.12
"Near Foteh Ali Bridge, Bogra (Down stream)",2018,pH,6.89
"Near Foteh Ali Bridge, Bogra (Down stream)",2019,Biochemical Oxygen Demand,5.01
"Near Foteh Ali Bridge, Bogra (Down stream)",2019,Dissolved Oxygen,3.64
"Near Foteh Ali Bridge, Bogra (Down stream)",2019,pH,7.11
"Near Foteh Ali Bridge, Bogra (Up stream)",2018,Biochemical Oxygen Demand,4.15
"Near Foteh Ali Bridge, Bogra (Up stream)",2018,Dissolved Oxygen,3.12
"Near Foteh Ali Bridge, Bogra (Up stream)",2018,pH,6.89
"Near Foteh Ali Bridge, Bogra (Up stream)",2019,Biochemical Oxygen Demand,4.98
"Near Foteh Ali Bridge, Bogra (Up stream)",2019,Dissolved Oxygen,3.64
"Near Foteh Ali Bridge, Bogra (Up stream)",2019,pH,7.11
"Near Foteh Ali Bridge, Bogura (Downstream)",2020,Biochemical Oxygen Demand,5.27
"Near Foteh Ali Bridge, Bogura (Downstream)",2020,Dissolved Oxygen,3.57
"Near Foteh Ali Bridge, Bogura (Downstream)",2020,pH,7.1
"Near Foteh Ali Bridge, Bogura (Upstream)",2020,Biochemical Oxygen Demand,5.27
"Near Foteh Ali Bridge, Bogura (Upstream)",2020,Dissolved Oxygen,3.57
"Near Foteh Ali Bridge, Bogura (Upstream)",2020,pH,7.1
"Near Fulpukuria Dyeing Ltd. Pagar, Tongi",2018,Biochemical Oxygen Demand,3.3
"Near Fulpukuria Dyeing Ltd. Pagar, Tongi",2018,Chemical Oxygen Demand,10
"Near Fulpukuria Dyeing Ltd. Pagar, Tongi",2018,Dissolved Oxygen,5.3
"Near Fulpukuria Dyeing Ltd. Pagar, Tongi",2018,pH,7.83
"Near Fulpukuria Dyeing Ltd. Pagar, Tongi",2020,Biochemical Oxygen Demand,30
Near Gigatola Pilkhana More,2020,Biochemical Oxygen Demand,9.6
Near Gigatola Pilkhana More,2021,Biochemical Oxygen Demand,9.22
Near Gigatola Pilkhana More,2022,Biochemical Oxygen Demand,5.35
Near Gigatola Pilkhana More,2023,Biochemical Oxygen Demand,6.6
"Near Hossain Dyeing Ltd. Pagar, Tongi",2018,Biochemical Oxygen Demand,28.43
"Near Hossain Dyeing Ltd. Pagar, Tongi",2018,Chemical Oxygen Demand,94.77
"Near Hossain Dyeing Ltd. Pagar, Tongi",2018,Dissolved Oxygen,2
"Near Hossain Dyeing Ltd. Pagar, Tongi",2018,pH,7.41
"Near Hossain Dyeing Ltd. Pagar, Tongi",2019,Biochemical Oxygen Demand,15.55
"Near Hossain Dyeing Ltd. Pagar, Tongi",2019,Chemical Oxygen Demand,53.64
"Near Hossain Dyeing Ltd. Pagar, Tongi",2019,Dissolved Oxygen,1.55
"Near Hossain Dyeing Ltd. Pagar, Tongi",2019,pH,7.42
"Near Hossain Dyeing Ltd. Pagar, Tongi",2020,Biochemical Oxygen Demand,22.67
"Near Hossain Dyeing Ltd. Pagar, Tongi",2020,Chemical Oxygen Demand,99.75
"Near Hossain Dyeing Ltd. Pagar, Tongi",2020,Dissolved Oxygen,2.21
"Near Hossain Dyeing Ltd. Pagar, Tongi",2020,pH,7.42
"Near Housing, South Bridge",2020,Biochemical Oxygen Demand,26.49
"Near Housing, South Bridge",2021,Biochemical Oxygen Demand,33.07
"Near Housing, South Bridge",2022,Biochemical Oxygen Demand,30
"Near Housing, South Bridge",2023,Biochemical Oxygen Demand,23.03
Near Jaber & Jubair Fabrics Ltd. Tongi,2018,Biochemical Oxygen Demand,28.54
Near Jaber & Jubair Fabrics Ltd. Tongi,2018,Chemical Oxygen Demand,87.28
Near Jaber & Jubair Fabrics Ltd. Tongi,2018,Dissolved Oxygen,1.84
Near Jaber & Jubair Fabrics Ltd. Tongi,2018,pH,7.78
Near Jaber & Jubair Fabrics Ltd. Tongi,2019,Biochemical Oxygen Demand,15.4
Near Jaber & Jubair Fabrics Ltd. Tongi,2019,Chemical Oxygen Demand,62.3
Near Jaber & Jubair Fabrics Ltd. Tongi,2019,Dissolved Oxygen,1.87
Near Jaber & Jubair Fabrics Ltd. Tongi,2019,pH,7.48
Near Jaber & Jubair Fabrics Ltd. Tongi,2020,Biochemical Oxygen Demand,23.25
Near Jaber & Jubair Fabrics Ltd. Tongi,2020,Chemical Oxygen Demand,84.08
Near Jaber & Jubair Fabrics Ltd. Tongi,2020,Dissolved Oxygen,2.33
Near Jaber & Jubair Fabrics Ltd. Tongi,2020,pH,7.48
Near Jamuna Fertilizer Factory,2018,Biochemical Oxygen Demand,16
Near Jamuna Fertilizer Factory,2018,Dissolved Oxygen,6.91
Near Jamuna Fertilizer Factory,2018,pH,8
Near Jamuna Fertilizer Factory,2019,Biochemical Oxygen Demand,3
Near Jamuna Fertilizer Factory,2019,Dissolved Oxygen,5.6
Near Jamuna Fertilizer Factory,2019,pH,7.93
Near Jamuna Fertilizer Factory,2020,Biochemical Oxygen Demand,8
Near Jamuna Fertilizer Factory,2020,Dissolved Oxygen,9.23
Near Jamuna Fertilizer Factory,2020,pH,7.32
Near Lake View Clinic,2020,Biochemical Oxygen Demand,29.31
Near Lake View Clinic,2021,Biochemical Oxygen Demand,34.09
Near Lake View Clinic,2022,Biochemical Oxygen Demand,31.75
Near Lake View Clinic,2023,Biochemical Oxygen Demand,25.53
"Near Matidali Bridge, Bogra (Down stream)",2018,Biochemical Oxygen Demand,4.01
"Near Matidali Bridge, Bogra (Down stream)",2018,Dissolved Oxygen,3.42
"Near Matidali Bridge, Bogra (Down stream)",2018,pH,6.94
"Near Matidali Bridge, Bogra (Down stream)",2019,Biochemical Oxygen Demand,4.58
"Near Matidali Bridge, Bogra (Down stream)",2019,Dissolved Oxygen,3.98
"Near Matidali Bridge, Bogra (Down stream)",2019,pH,7.17
"Near Matidali Bridge, Bogra (Up stream)",2018,Biochemical Oxygen Demand,4.04
"Near Matidali Bridge, Bogra (Up stream)",2018,Dissolved Oxygen,3.44
"Near Matidali Bridge, Bogra (Up stream)",2018,pH,6.94
"Near Matidali Bridge, Bogra (Up stream)",2019,Biochemical Oxygen Demand,4.62
"Near Matidali Bridge, Bogra (Up stream)",2019,Dissolved Oxygen,3.98
"Near Matidali Bridge, Bogra (Up stream)",2019,pH,7.17
"Near Matidali Bridge, Bogura (Downstream)",2020,Biochemical Oxygen Demand,4.93
"Near Matidali Bridge, Bogura (Downstream)",2020,Dissolved Oxygen,4.03
"Near Matidali Bridge, Bogura (Downstream)",2020,pH,7.09
"Near Matidali Bridge, Bogura (Upstream)",2020,Biochemical Oxygen Demand,4.93
"Near Matidali Bridge, Bogura (Upstream)",2020,Dissolved Oxygen,4.02
"Near Matidali Bridge, Bogura (Upstream)",2020,pH,7.09
"Near S.P Bridge, Bogra (Down stream)",2018,Biochemical Oxygen Demand,4.35
"Near S.P Bridge, Bogra (Down stream)",2018,Dissolved Oxygen,2.98
"Near S.P Bridge, Bogra (Down stream)",2018,pH,6.87
"Near S.P Bridge, Bogra (Down stream)",2019,Biochemical Oxygen Demand,5.03
"Near S.P Bridge, Bogra (Down stream)",2019,Dissolved Oxygen,3.61
"Near S.P Bridge, Bogra (Down stream)",2019,pH,7.08
"Near S.P Bridge, Bogra (Up stream)",2018,Biochemical Oxygen Demand,4.34
"Near S.P Bridge, Bogra (Up stream)",2018,Dissolved Oxygen,3
"Near S.P Bridge, Bogra (Up stream)",2018,pH,6.87
"Near S.P Bridge, Bogra (Up stream)",2019,Biochemical Oxygen Demand,5.03
"Near S.P Bridge, Bogra (Up stream)",2019,Dissolved Oxygen,3.6
"Near S.P Bridge, Bogra (Up stream)",2019,pH,7.08
"Near S.P Bridge, Bogura (Downstream)",2020,Biochemical Oxygen Demand,5.52
"Near S.P Bridge, Bogura (Downstream)",2020,Dissolved Oxygen,3.41
"Near S.P Bridge, Bogura (Downstream)",2020,pH,7.03
"Near S.P Bridge, Bogura (Upstream)",2020,Biochemical Oxygen Demand,5.52
"Near S.P Bridge, Bogura (Upstream)",2020,Dissolved Oxygen,3.41
"Near S.P Bridge, Bogura (Upstream)",2020,pH,7.02
Near Tista Bridge (D.S),2018,Biochemical Oxygen Demand,2.18
Near Tista Bridge (D.S),2018,Dissolved Oxygen,7.2
Near Tista Bridge (D.S),2018,pH,7.51
Near Tista Bridge (D.S),2019,Biochemical Oxygen Demand,2.18
Near Tista Bridge (D.S),2019,Dissolved Oxygen,7.14
Near Tista Bridge (D.S),2019,pH,7.57
Near Tista Bridge (D.S),2020,Biochemical Oxygen Demand,2.24
Near Tista Bridge (D.S),2020,Dissolved Oxygen,7.57
Near Tista Bridge (D.S),2020,pH,7.71
Near Tista Bridge (U.S),2018,Biochemical Oxygen Demand,2.25
Near Tista Bridge (U.S),2018,Dissolved Oxygen,7.23
Near Tista Bridge (U.S),2018,pH,7.52
Near Tista Bridge (U.S),2019,Biochemical Oxygen Demand,2.2
Near Tista Bridge (U.S),2019,Dissolved Oxygen,7.13
Near Tista Bridge (U.S),2019,pH,7.57
Near Tista Bridge (U.S),2020,Biochemical Oxygen Demand,2.26
Near Tista Bridge (U.S),2020,Dissolved Oxygen,7.57
Near Tista Bridge (U.S),2020,pH,7.71
"Near United Hospital, Kalachadpur",2020,Biochemical Oxygen Demand,33.51
"Near United Hospital, Kalachadpur",2021,Biochemical Oxygen Demand,33.56
"Near United Hospital, Kalachadpur",2022,Biochemical Oxygen Demand,37.25
"Near United Hospital, Kalachadpur",2023,Biochemical Oxygen Demand,21.23
New Gabtoli Bridge,2018,Biochemical Oxygen Demand,11.51
New Gabtoli Bridge,2018,Chemical Oxygen Demand,35.63
New Gabtoli Bridge,2018,Dissolved Oxygen,2.95
New Gabtoli Bridge,2018,pH,7.4
New Gabtoli Bridge,2019,Biochemical Oxygen Demand,11.72
New Gabtoli Bridge,2019,Chemical Oxygen Demand,60.91
New Gabtoli Bridge,2019,Dissolved Oxygen,2.19
New Gabtoli Bridge,2019,pH,7.23
New Gabtoli Bridge,2020,Biochemical Oxygen Demand,14.98
New Gabtoli Bridge,2020,Chemical Oxygen Demand,50.5
New Gabtoli Bridge,2020,Dissolved Oxygen,2.87
New Gabtoli Bridge,2020,pH,7.23
Noapara,2022,Biochemical Oxygen Demand,1.6
Noapara,2022,Dissolved Oxygen,3.6
Noapara,2022,pH,8.09
Noapara Ferry Ghat,2022,Biochemical Oxygen Demand,1.8
Noapara Ferry Ghat,2022,Dissolved Oxygen,4.3
Noapara Ferry Ghat,2022,pH,8.19
Noapara Ferry Ghat Abhaynagar,2021,Biochemical Oxygen Demand,2.28
Noapara Ferry Ghat Abhaynagar,2021,Dissolved Oxygen,5.69
Noapara Ferry Ghat Abhaynagar,2021,pH,8.14
"Noapara Ferry Ghat, Abhaynagar",2023,Biochemical Oxygen Demand,13.5
"Noapara Ferry Ghat, Abhaynagar",2023,Dissolved Oxygen,5.87
"Noapara Ferry Ghat, Abhaynagar",2023,pH,5.87
Noapara Ghat (M),2018,Biochemical Oxygen Demand,0.87
Noapara Ghat (M),2018,Dissolved Oxygen,7.75
Noapara Ghat (M),2018,Salinity,3.82
Noapara Ghat (M),2018,pH,5.57
Noapara Ghat (M),2019,Biochemical Oxygen Demand,0.85
Noapara Ghat (M),2019,Dissolved Oxygen,6.19
Noapara Ghat (M),2019,pH,7.8
Noapara Ghat (M),2020,Biochemical Oxygen Demand,1.5
Noapara Ghat (M),2020,Dissolved Oxygen,4.76
Noapara Ghat (M),2020,pH,8.09
Noapara Ghat (O),2018,Biochemical Oxygen Demand,0.87
Noapara Ghat (O),2018,Dissolved Oxygen,7.74
Noapara Ghat (O),2018,Salinity,3.83
Noapara Ghat (O),2018,pH,5.73
Noapara Ghat (O),2019,Biochemical Oxygen Demand,0.85
Noapara Ghat (O),2019,Dissolved Oxygen,6.19
Noapara Ghat (O),2019,pH,7.81
Noapara Ghat (O),2020,Biochemical Oxygen Demand,1.5
Noapara Ghat (O),2020,Dissolved Oxygen,4.76
Noapara Ghat (O),2020,pH,8.09
Noapara Ghat (S),2018,Biochemical Oxygen Demand,0.88
Noapara Ghat (S),2018,Dissolved Oxygen,7.72
Noapara Ghat (S),2018,Salinity,3.81
Noapara Ghat (S),2018,pH,5.59
Noapara Ghat (S),2019,Biochemical Oxygen Demand,0.84
Noapara Ghat (S),2019,Dissolved Oxygen,6.22
Noapara Ghat (S),2019,pH,7.81
Noapara Ghat (S),2020,Biochemical Oxygen Demand,1.5
Noapara Ghat (S),2020,Dissolved Oxygen,4.76
Noapara Ghat (S),2020,pH,8.09
Noapara Jafarpur,2021,Biochemical Oxygen Demand,2.78
Noapara Jafarpur,2021,Dissolved Oxygen,5.15
Noapara Jafarpur,2021,pH,8.1
Noapara Jafarpur,2023,Biochemical Oxygen Demand,13.9
Noapara Jafarpur,2023,Dissolved Oxygen,5.99
Noapara Jafarpur,2023,pH,5.99
Nohali Sapmari (Dn),2021,Biochemical Oxygen Demand,2.22
Nohali Sapmari (Dn),2021,Dissolved Oxygen,7.75
Nohali Sapmari (Dn),2021,pH,7.72
Nohali Sapmari (Up),2021,Biochemical Oxygen Demand,2.22
Nohali Sapmari (Up),2021,Dissolved Oxygen,7.75
Nohali Sapmari (Up),2021,pH,7.72
Norsingdi Launch Ghat,2023,Biochemical Oxygen Demand,3.22
Norsingdi Launch Ghat,2023,Dissolved Oxygen,3.78
Norsingdi Launch Ghat,2023,pH,3.78
Norsingdi Launch Terminal,2022,Biochemical Oxygen Demand,6.93
Norsingdi Launch Terminal,2022,Chemical Oxygen Demand,21.14
Norsingdi Launch Terminal,2022,Dissolved Oxygen,4.41
Norsingdi Launch Terminal,2022,pH,7.41
"North Side of Tongi Bridge, Pagar",2018,Biochemical Oxygen Demand,19.84
"North Side of Tongi Bridge, Pagar",2018,Chemical Oxygen Demand,64
"North Side of Tongi Bridge, Pagar",2018,Dissolved Oxygen,3.66
"North Side of Tongi Bridge, Pagar",2018,pH,7.63
"North Side of Tongi Bridge, Pagar",2019,Chemical Oxygen Demand,60.91
"North Side of Tongi Bridge, Pagar",2019,Dissolved Oxygen,2.98
"North Side of Tongi Bridge, Pagar",2020,Biochemical Oxygen Demand,25.97
"North Side of Tongi Bridge, Pagar",2020,Chemical Oxygen Demand,84.75
"North Side of Tongi Bridge, Pagar",2020,Dissolved Oxygen,3.18
Noya Khal (Outside),2020,Chemical Oxygen Demand,108
Noya Khal (Outside),2020,Dissolved Oxygen,0.66
Noya Khal (Outside),2020,pH,7.1
Nurullapur (Down),2023,Biochemical Oxygen Demand,2.29
Nurullapur (Down),2023,Dissolved Oxygen,7.59
Nurullapur (Down),2023,pH,7.59
Nurullapur (Up),2023,Biochemical Oxygen Demand,2.29
Nurullapur (Up),2023,Dissolved Oxygen,7.59
Nurullapur (Up),2023,pH,7.59
Pagla,2018,Biochemical Oxygen Demand,9.05
Pagla,2018,Chemical Oxygen Demand,35.37
Pagla,2018,Dissolved Oxygen,1.04
Pagla,2018,pH,7.44
Pagla,2019,Biochemical Oxygen Demand,8.7
Pagla,2019,Chemical Oxygen Demand,44.5
Pagla,2019,Dissolved Oxygen,2.23
Pagla,2019,pH,7.21
Pagla,2020,Biochemical Oxygen Demand,14.32
Pagla,2020,Chemical Oxygen Demand,49.42
Pagla,2020,Dissolved Oxygen,2.15
Pagla,2020,pH,7.18
Pagla,2021,Biochemical Oxygen Demand,17.16
Pagla,2021,Chemical Oxygen Demand,57.8
Pagla,2021,Dissolved Oxygen,1.65
Pagla,2021,pH,7.35
Pakshi Ghat (DS),2018,Biochemical Oxygen Demand,2.27
Pakshi Ghat (DS),2018,Dissolved Oxygen,7.13
Pakshi Ghat (DS),2018,pH,7.47
Pakshi Ghat (DS),2019,Biochemical Oxygen Demand,2.18
Pakshi Ghat (DS),2019,Dissolved Oxygen,7.23
Pakshi Ghat (DS),2019,pH,7.63
Pakshi Ghat (DS),2020,Biochemical Oxygen Demand,2.23
Pakshi Ghat (DS),2020,Dissolved Oxygen,7.53
Pakshi Ghat (DS),2020,pH,7.7
Pakshi Ghat (US),2018,Biochemical Oxygen Demand,2.33
Pakshi Ghat (US),2018,Dissolved Oxygen,7.16
Pakshi Ghat (US),2018,pH,7.48
Pakshi Ghat (US),2019,Biochemical Oxygen Demand,2.22
Pakshi Ghat (US),2019,Dissolved Oxygen,7.22
Pakshi Ghat (US),2019,pH,7.63
Pakshi Ghat (US),2020,Biochemical Oxygen Demand,2.26
Pakshi Ghat (US),2020,Dissolved Oxygen,7.53
Pakshi Ghat (US),2020,pH,7.7
Patenga Charpara,2019,Biochemical Oxygen Demand,27.5
Patenga Charpara,2019,Chemical Oxygen Demand,637.5
Patenga Charpara,2019,Dissolved Oxygen,7.42
Patenga Charpara,2019,Plastic and Marine Debris,146
Patenga Charpara,2019,Salinity,11.3
Patenga Charpara,2019,pH,7.65
Patenga Charpara,2020,Biochemical Oxygen Demand,4
Patenga Charpara,2020,Chemical Oxygen Demand,79
Patenga Charpara,2020,Dissolved Oxygen,6.68
Patenga Charpara,2020,Salinity,12.3
Patenga Charpara,2020,pH,7.05
Patenga Charpara,2021,Biochemical Oxygen Demand,15
Patenga Charpara,2021,Chemical Oxygen Demand,97
Patenga Charpara,2021,Dissolved Oxygen,7.64
Patenga Charpara,2021,Salinity,14.56
Patenga Charpara,2021,pH,6.11
Patenga Charpara,2022,Dissolved Oxygen,7.68
Patenga Charpara,2022,Salinity,15.63
Patenga Charpara,2022,pH,7.78
Patenga Charpara,2023,Dissolved Oxygen,6.98
Patenga Charpara,2023,Salinity,15.2
Patenga Charpara,2023,pH,7.89
Patenga Charpara,2024,Dissolved Oxygen,8.4
Patenga Charpara,2024,Salinity,5.1
Patenga Charpara,2024,pH,8.13
Patenga charpara,2019,Chemical Oxygen Demand,653.67
Patenga charpara,2019,Dissolved Oxygen,7.31
Patenga charpara,2019,pH,7.65
Patenga charpara,2020,Biochemical Oxygen Demand,580.75
Patenga charpara,2020,Chemical Oxygen Demand,491.67
Patenga charpara,2020,Dissolved Oxygen,7.35
Patenga charpara,2020,pH,7.57
Pathorghata,2021,Biochemical Oxygen Demand,8.5
Pathorghata,2021,Chemical Oxygen Demand,23.25
Pathorghata,2021,Dissolved Oxygen,5.125
Pathorghata,2021,pH,7.2
Pathorghata,2022,Biochemical Oxygen Demand,9.24
Pathorghata,2022,Chemical Oxygen Demand,29.89
Pathorghata,2022,Dissolved Oxygen,4.88
Pathorghata,2022,pH,7.42
Pathorghata,2023,Biochemical Oxygen Demand,4.3
Pathorghata,2023,Chemical Oxygen Demand,23.38
Pathorghata,2023,Dissolved Oxygen,5.68
Pathorghata,2023,pH,5.68
Patuakhali Launch Ghat (M),2018,Biochemical Oxygen Demand,2.2
Patuakhali Launch Ghat (M),2018,Dissolved Oxygen,5.62
Patuakhali Launch Ghat (M),2018,pH,7.37
Patuakhali Launch Ghat (M),2019,Biochemical Oxygen Demand,2.05
Patuakhali Launch Ghat (M),2019,Dissolved Oxygen,6.1
Patuakhali Launch Ghat (M),2019,pH,7.58
Patuakhali Launch Ghat (M),2020,Biochemical Oxygen Demand,2.4
Patuakhali Launch Ghat (M),2020,Dissolved Oxygen,6.7
Patuakhali Launch Ghat (M),2020,pH,7.8
Patuakhali Launch Ghat (M),2021,Dissolved Oxygen,5.75
Patuakhali Launch Ghat (M),2021,pH,7.93
Patuakhali Launch Ghat (M),2022,Dissolved Oxygen,6.61
Patuakhali Launch Ghat (M),2022,pH,8.62
Patuakhali Launch Ghat (M),2023,Dissolved Oxygen,6.59
Patuakhali Launch Ghat (M),2023,pH,6.59
Patuakhali Launch Ghat (S),2018,Biochemical Oxygen Demand,2.01
Patuakhali Launch Ghat (S),2018,Dissolved Oxygen,5.78
Patuakhali Launch Ghat (S),2018,pH,7.39
Patuakhali Launch Ghat (S),2019,Biochemical Oxygen Demand,1.95
Patuakhali Launch Ghat (S),2019,Dissolved Oxygen,6.23
Patuakhali Launch Ghat (S),2019,pH,7.62
Patuakhali Launch Ghat (S),2020,Biochemical Oxygen Demand,2.6
Patuakhali Launch Ghat (S),2020,Dissolved Oxygen,6.63
Patuakhali Launch Ghat (S),2020,pH,7.67
Patuakhali Launch Ghat (S),2021,Dissolved Oxygen,5.78
Patuakhali Launch Ghat (S),2021,pH,8.04
Patuakhali Launch Ghat (S),2022,Dissolved Oxygen,7.15
Patuakhali Launch Ghat (S),2022,pH,9.01
Patuakhali Launch Ghat (S),2023,Dissolved Oxygen,7.14
Patuakhali Launch Ghat (S),2023,pH,7.14
Pipe Ghat (D.S),2020,Biochemical Oxygen Demand,0.56
Pipe Ghat (D.S),2020,Dissolved Oxygen,4.72
Pipe Ghat (D.S),2020,pH,8.07
Pipe Ghat (M.P),2020,Biochemical Oxygen Demand,0.7
Pipe Ghat (M.P),2020,Dissolved Oxygen,6.4
Pipe Ghat (M.P),2020,pH,8.11
Pipe Ghat (U.S),2020,Biochemical Oxygen Demand,0.44
Pipe Ghat (U.S),2020,Dissolved Oxygen,5
Pipe Ghat (U.S),2020,pH,8.1
"Pipe Ghat, (M.P)",2023,Biochemical Oxygen Demand,26.78
"Pipe Ghat, (M.P)",2023,Dissolved Oxygen,4.52
"Pipe Ghat, (M.P)",2023,pH,4.52
"Pipe Ghat, (U.S)",2018,Biochemical Oxygen Demand,0.75
"Pipe Ghat, (U.S)",2018,Chemical Oxygen Demand,0
"Pipe Ghat, (U.S)",2018,Dissolved Oxygen,4.6
"Pipe Ghat, (U.S)",2018,Salinity,0.16
"Pipe Ghat, (U.S)",2018,pH,6.96
"Pipe Ghat, (U.S)",2019,Biochemical Oxygen Demand,0.64
"Pipe Ghat, (U.S)",2019,Dissolved Oxygen,4.6
"Pipe Ghat, (U.S)",2019,pH,6.86
"Pipe Ghat,(M.P)",2018,Biochemical Oxygen Demand,0.84
"Pipe Ghat,(M.P)",2018,Chemical Oxygen Demand,59
"Pipe Ghat,(M.P)",2018,Dissolved Oxygen,4.49
"Pipe Ghat,(M.P)",2018,Salinity,0.23
"Pipe Ghat,(M.P)",2018,pH,6.96
"Pipe Ghat,(M.P)",2019,Biochemical Oxygen Demand,0.6
"Pipe Ghat,(M.P)",2019,Dissolved Oxygen,5.17
"Pipe Ghat,(M.P)",2019,pH,7.08
"PipeGhat, (D.S)",2018,Biochemical Oxygen Demand,0.98
"PipeGhat, (D.S)",2018,Chemical Oxygen Demand,313
"PipeGhat, (D.S)",2018,Dissolved Oxygen,4.4
"PipeGhat, (D.S)",2018,Salinity,0.18
"PipeGhat, (D.S)",2018,pH,6.87
"PipeGhat, (D.S)",2019,Biochemical Oxygen Demand,0.57
"PipeGhat, (D.S)",2019,Dissolved Oxygen,5
"PipeGhat, (D.S)",2019,pH,6.79
Port Road,2021,Biochemical Oxygen Demand,17.31
Port Road,2021,Chemical Oxygen Demand,58.57
Port Road,2021,Dissolved Oxygen,2.77
Port Road,2021,pH,7.2
Port Road,2022,Biochemical Oxygen Demand,10.35
Port Road,2022,Chemical Oxygen Demand,34.58
Port Road,2022,Dissolved Oxygen,2.65
Port Road,2022,pH,7.36
Port Road,2023,Biochemical Oxygen Demand,10.36
Port Road,2023,Chemical Oxygen Demand,42.67
Port Road,2023,Dissolved Oxygen,1.76
Port Road,2023,pH,1.76
"Rail Bridge, Shamvoganj",2021,Biochemical Oxygen Demand,4.5
"Rail Bridge, Shamvoganj",2021,Dissolved Oxygen,7.1
"Rail Bridge, Shamvoganj",2021,pH,7.85
"Rail Bridge, Shamvoganj",2023,Biochemical Oxygen Demand,5.05
"Rail Bridge, Shamvoganj",2023,Dissolved Oxygen,4.37
"Rail Bridge, Shamvoganj",2023,pH,4.37
Rampal Power Plant,2021,Biochemical Oxygen Demand,1.67
Rampal Power Plant,2021,Dissolved Oxygen,6.36
Rampal Power Plant,2021,pH,8.19
Rampal Power Plant,2022,Dissolved Oxygen,0.4
Rampal Power Plant,2022,pH,7.6
Rampal Power Plant,2023,Biochemical Oxygen Demand,11.5
Rampal Power Plant,2023,Dissolved Oxygen,6.75
Rampal Power Plant,2023,pH,6.75
Rampura Bridge,2020,Biochemical Oxygen Demand,23.57
Rampura Bridge,2021,Biochemical Oxygen Demand,16.33
Rampura Bridge,2022,Biochemical Oxygen Demand,22.75
Rampura Bridge,2023,Biochemical Oxygen Demand,21.27
Ruhitpur,2021,Biochemical Oxygen Demand,10.29
Ruhitpur,2021,Chemical Oxygen Demand,34.86
Ruhitpur,2021,Dissolved Oxygen,8.14
Ruhitpur,2021,pH,7.8
Ruhitpur,2022,Biochemical Oxygen Demand,6.91
Ruhitpur,2022,Chemical Oxygen Demand,28
Ruhitpur,2022,Dissolved Oxygen,5.99
Ruhitpur,2022,pH,7.57
Ruhitpur,2023,Biochemical Oxygen Demand,2.85
Ruhitpur,2023,Chemical Oxygen Demand,21
Ruhitpur,2023,Dissolved Oxygen,5.9
Ruhitpur,2023,pH,5.9
Rupsa Ghat (M),2021,Biochemical Oxygen Demand,2.57
Rupsa Ghat (M),2021,Dissolved Oxygen,5.72
Rupsa Ghat (M),2021,pH,8.29
Rupsa Ghat (M),2022,Biochemical Oxygen Demand,7.5
Rupsa Ghat (M),2022,Dissolved Oxygen,3.8
Rupsa Ghat (M),2022,pH,8.11
Rupsa Ghat (M),2023,Biochemical Oxygen Demand,26.8
Rupsa Ghat (M),2023,Dissolved Oxygen,6.54
Rupsa Ghat (M),2023,pH,6.54
Rupsha Ghat (M),2018,Biochemical Oxygen Demand,0.95
Rupsha Ghat (M),2018,Dissolved Oxygen,5.92
Rupsha Ghat (M),2018,Salinity,4.15
Rupsha Ghat (M),2018,pH,7.8
Rupsha Ghat (M),2019,Biochemical Oxygen Demand,1.17
Rupsha Ghat (M),2019,Dissolved Oxygen,6.67
Rupsha Ghat (M),2019,pH,7.93
Rupsha Ghat (M),2020,Biochemical Oxygen Demand,1.32
Rupsha Ghat (M),2020,Dissolved Oxygen,6.77
