Relation,Primary_Key,Source_Kept,Value_Kept,Source_Rejected,Value_Rejected,Conflict_Class
Sunshine_Record,Comilla | 2021 | 3 | 5,BRRI B61,3.2,BRRI B61,2.5,substantive
Sunshine_Record,Comilla | 2021 | 3 | 6,BRRI B61,0.0,BRRI B61,2.1,substantive
Sunshine_Record,Comilla | 2021 | 3 | 7,BRRI B61,0.0,BRRI B61,2.8,substantive
Sunshine_Record,Comilla | 2021 | 3 | 8,BRRI B61,0.0,BRRI B61,1.2,substantive
Sunshine_Record,Comilla | 2021 | 3 | 9,BRRI B61,0.0,BRRI B61,0.7,substantive
Sunshine_Record,Comilla | 2021 | 3 | 10,BRRI B61,0.0,BRRI B61,0.5,substantive
Sunshine_Record,Comilla | 2021 | 3 | 11,BRRI B61,3.1,BRRI B61,5.9,substantive
Sunshine_Record,Comilla | 2021 | 3 | 13,BRRI B61,4.2,BRRI B61,3.5,substantive
Sunshine_Record,Comilla | 2021 | 3 | 14,BRRI B61,3.4,BRRI B61,7.7,substantive
Sunshine_Record,Comilla | 2021 | 3 | 15,BRRI B61,3.2,BRRI B61,7.5,substantive
Sunshine_Record,Comilla | 2021 | 3 | 16,BRRI B61,5.8,BRRI B61,8.9,substantive
Sunshine_Record,Comilla | 2021 | 3 | 17,BRRI B61,5.4,BRRI B61,7.9,substantive
Sunshine_Record,Comilla | 2021 | 3 | 18,BRRI B61,5.1,BRRI B61,4.0,substantive
Sunshine_Record,Comilla | 2021 | 3 | 19,BRRI B61,4.4,BRRI B61,0.8,substantive
Sunshine_Record,Comilla | 2021 | 3 | 20,BRRI B61,5.7,BRRI B61,2.5,substantive
Sunshine_Record,Comilla | 2021 | 3 | 21,BRRI B61,6.8,BRRI B61,5.5,substantive
Sunshine_Record,Comilla | 2021 | 3 | 22,BRRI B61,8.5,BRRI B61,4.8,substantive
Sunshine_Record,Comilla | 2021 | 3 | 23,BRRI B61,9.3,BRRI B61,8.6,substantive
Sunshine_Record,Comilla | 2021 | 3 | 24,BRRI B61,8.1,BRRI B61,4.2,substantive
Sunshine_Record,Comilla | 2021 | 3 | 25,BRRI B61,9.2,BRRI B61,6.7,substantive
Sunshine_Record,Comilla | 2021 | 3 | 26,BRRI B61,9.1,BRRI B61,8.0,substantive
Sunshine_Record,Comilla | 2021 | 3 | 27,BRRI B61,8.9,BRRI B61,6.6,substantive
Sunshine_Record,Comilla | 2021 | 3 | 28,BRRI B61,8.2,BRRI B61,3.9,substantive
Sunshine_Record,Comilla | 2021 | 3 | 29,BRRI B61,7.4,BRRI B61,7.3,substantive
Sunshine_Record,Comilla | 2021 | 3 | 30,BRRI B61,5.3,BRRI B61,0.4,substantive
Sunshine_Record,Comilla | 2021 | 3 | 31,BRRI B61,7.4,BRRI B61,2.1,substantive
Sunshine_Record,Comilla | 2021 | 4 | 1,BRRI B61,8.6,BRRI B61,8.2,substantive
Sunshine_Record,Comilla | 2021 | 4 | 2,BRRI B61,6.8,BRRI B61,3.8,substantive
Sunshine_Record,Comilla | 2021 | 4 | 3,BRRI B61,7.2,BRRI B61,6.5,substantive
Sunshine_Record,Comilla | 2021 | 4 | 4,BRRI B61,7.4,BRRI B61,7.0,substantive
Sunshine_Record,Comilla | 2021 | 4 | 5,BRRI B61,10.2,BRRI B61,10.0,substantive
Sunshine_Record,Comilla | 2021 | 4 | 6,BRRI B61,9.4,BRRI B61,8.4,substantive
Sunshine_Record,Comilla | 2021 | 4 | 7,BRRI B61,8.4,BRRI B61,7.6,substantive
Sunshine_Record,Comilla | 2021 | 4 | 8,BRRI B61,9.1,BRRI B61,4.4,substantive
Sunshine_Record,Comilla | 2021 | 4 | 9,BRRI B61,8.8,BRRI B61,8.0,substantive
Sunshine_Record,Comilla | 2021 | 4 | 10,BRRI B61,1.5,BRRI B61,1.3,substantive
Sunshine_Record,Comilla | 2021 | 4 | 11,BRRI B61,6.8,BRRI B61,6.3,substantive
Sunshine_Record,Comilla | 2021 | 4 | 12,BRRI B61,9.3,BRRI B61,6.8,substantive
Sunshine_Record,Comilla | 2021 | 4 | 13,BRRI B61,9.3,BRRI B61,8.3,substantive
Sunshine_Record,Comilla | 2021 | 4 | 14,BRRI B61,10.2,BRRI B61,10.0,substantive
Sunshine_Record,Comilla | 2021 | 4 | 15,BRRI B61,8.9,BRRI B61,8.1,substantive
Sunshine_Record,Comilla | 2021 | 4 | 16,BRRI B61,9.7,BRRI B61,8.8,substantive
Sunshine_Record,Comilla | 2021 | 4 | 17,BRRI B61,8.2,BRRI B61,7.5,substantive
Sunshine_Record,Comilla | 2021 | 4 | 18,BRRI B61,9.9,BRRI B61,10.1,substantive
Sunshine_Record,Comilla | 2021 | 4 | 19,BRRI B61,10.3,BRRI B61,9.6,substantive
Sunshine_Record,Comilla | 2021 | 4 | 20,BRRI B61,9.6,BRRI B61,10.1,substantive
Sunshine_Record,Comilla | 2021 | 4 | 21,BRRI B61,10.3,BRRI B61,9.9,substantive
Sunshine_Record,Comilla | 2021 | 4 | 22,BRRI B61,4.5,BRRI B61,4.1,substantive
Sunshine_Record,Comilla | 2021 | 4 | 23,BRRI B61,9.3,BRRI B61,8.7,substantive
Sunshine_Record,Comilla | 2021 | 4 | 24,BRRI B61,10.6,BRRI B61,11.0,substantive
Sunshine_Record,Comilla | 2021 | 4 | 25,BRRI B61,10.1,BRRI B61,10.7,substantive
Sunshine_Record,Comilla | 2021 | 4 | 26,BRRI B61,10.3,BRRI B61,9.8,substantive
Sunshine_Record,Comilla | 2021 | 4 | 27,BRRI B61,10.2,BRRI B61,9.6,substantive
Sunshine_Record,Comilla | 2021 | 4 | 28,BRRI B61,8.8,BRRI B61,9.1,substantive
Sunshine_Record,Comilla | 2021 | 4 | 29,BRRI B61,10.2,BRRI B61,8.4,substantive
Sunshine_Record,Comilla | 2021 | 4 | 30,BRRI B61,9.9,BRRI B61,6.1,substantive
Sunshine_Record,Comilla | 2021 | 5 | 1,BRRI B61,9.8,BRRI B61,7.1,substantive
Sunshine_Record,Comilla | 2021 | 5 | 2,BRRI B61,9.9,BRRI B61,9.1,substantive
Sunshine_Record,Comilla | 2021 | 5 | 3,BRRI B61,6.1,BRRI B61,5.5,substantive
Sunshine_Record,Comilla | 2021 | 5 | 4,BRRI B61,3.5,BRRI B61,2.9,substantive
Sunshine_Record,Comilla | 2021 | 5 | 5,BRRI B61,9.8,BRRI B61,8.7,substantive
Sunshine_Record,Comilla | 2021 | 5 | 6,BRRI B61,6.5,BRRI B61,1.4,substantive
Sunshine_Record,Comilla | 2021 | 5 | 7,BRRI B61,9.2,BRRI B61,6.3,substantive
Sunshine_Record,Comilla | 2021 | 5 | 8,BRRI B61,7.8,BRRI B61,7.9,substantive
Sunshine_Record,Comilla | 2021 | 5 | 9,BRRI B61,6.2,BRRI B61,5.6,substantive
Sunshine_Record,Comilla | 2021 | 5 | 10,BRRI B61,10.8,BRRI B61,10.6,substantive
Sunshine_Record,Comilla | 2021 | 5 | 11,BRRI B61,6.1,BRRI B61,4.3,substantive
Sunshine_Record,Comilla | 2021 | 5 | 12,BRRI B61,9.8,BRRI B61,9.4,substantive
Sunshine_Record,Comilla | 2021 | 5 | 13,BRRI B61,9.8,BRRI B61,5.7,substantive
Sunshine_Record,Comilla | 2021 | 5 | 14,BRRI B61,9.2,BRRI B61,10.5,substantive
Sunshine_Record,Comilla | 2021 | 5 | 15,BRRI B61,8.9,BRRI B61,10.8,substantive
Sunshine_Record,Comilla | 2021 | 5 | 16,BRRI B61,9.5,BRRI B61,9.9,substantive
Sunshine_Record,Comilla | 2021 | 5 | 17,BRRI B61,10.1,BRRI B61,9.7,substantive
Sunshine_Record,Comilla | 2021 | 5 | 18,BRRI B61,7.8,BRRI B61,7.3,substantive
Sunshine_Record,Comilla | 2021 | 5 | 19,BRRI B61,10.4,BRRI B61,10.1,substantive
Sunshine_Record,Comilla | 2021 | 5 | 20,BRRI B61,10.3,BRRI B61,10.9,substantive
Sunshine_Record,Comilla | 2021 | 5 | 21,BRRI B61,10.3,BRRI B61,11.6,substantive
Sunshine_Record,Comilla | 2021 | 5 | 22,BRRI B61,11.0,BRRI B61,11.7,substantive
Sunshine_Record,Comilla | 2021 | 5 | 23,BRRI B61,7.5,BRRI B61,7.1,substantive
Sunshine_Record,Comilla | 2021 | 5 | 24,BRRI B61,9.8,BRRI B61,11.1,substantive
Sunshine_Record,Comilla | 2021 | 5 | 25,BRRI B61,6.8,BRRI B61,6.6,substantive
Sunshine_Record,Comilla | 2021 | 5 | 27,BRRI B61,0.7,BRRI B61,1.3,substantive
Sunshine_Record,Comilla | 2021 | 5 | 28,BRRI B61,7.2,BRRI B61,8.1,substantive
Sunshine_Record,Comilla | 2021 | 5 | 29,BRRI B61,8.3,BRRI B61,9.0,substantive
Sunshine_Record,Comilla | 2021 | 5 | 30,BRRI B61,10.3,BRRI B61,9.9,substantive
Sunshine_Record,Comilla | 2021 | 5 | 31,BRRI B61,10.2,BRRI B61,5.4,substantive
Sunshine_Record,Comilla | 2021 | 6 | 2,BRRI B61,6.2,BRRI B61,6.1,substantive
Sunshine_Record,Comilla | 2021 | 6 | 3,BRRI B61,4.6,BRRI B61,4.9,substantive
Sunshine_Record,Comilla | 2021 | 6 | 4,BRRI B61,9.3,BRRI B61,8.9,substantive
Sunshine_Record,Comilla | 2021 | 6 | 5,BRRI B61,2.2,BRRI B61,0.0,substantive
Sunshine_Record,Comilla | 2021 | 6 | 6,BRRI B61,9.9,BRRI B61,0.0,substantive
Sunshine_Record,Comilla | 2021 | 6 | 7,BRRI B61,3.7,BRRI B61,4.9,substantive
Sunshine_Record,Comilla | 2021 | 6 | 9,BRRI B61,5.8,BRRI B61,6.4,substantive
Sunshine_Record,Comilla | 2021 | 6 | 10,BRRI B61,3.5,BRRI B61,4.1,substantive
Sunshine_Record,Comilla | 2021 | 6 | 11,BRRI B61,4.2,BRRI B61,1.8,substantive
Sunshine_Record,Comilla | 2021 | 6 | 12,BRRI B61,5.1,BRRI B61,5.2,substantive
Sunshine_Record,Comilla | 2021 | 6 | 13,BRRI B61,5.3,BRRI B61,5.9,substantive
Sunshine_Record,Comilla | 2021 | 6 | 14,BRRI B61,7.9,BRRI B61,6.3,substantive
Sunshine_Record,Comilla | 2021 | 6 | 15,BRRI B61,5.8,BRRI B61,6.2,substantive
Sunshine_Record,Comilla | 2021 | 6 | 16,BRRI B61,2.2,BRRI B61,1.3,substantive
Sunshine_Record,Comilla | 2021 | 6 | 17,BRRI B61,4.8,BRRI B61,3.4,substantive
Sunshine_Record,Comilla | 2021 | 6 | 18,BRRI B61,1.3,BRRI B61,1.4,rounding
Sunshine_Record,Comilla | 2021 | 6 | 20,BRRI B61,0.0,BRRI B61,0.1,rounding
Sunshine_Record,Comilla | 2021 | 6 | 21,BRRI B61,2.1,BRRI B61,2.2,substantive
Sunshine_Record,Comilla | 2021 | 6 | 22,BRRI B61,2.3,BRRI B61,2.1,substantive
Sunshine_Record,Comilla | 2021 | 6 | 23,BRRI B61,10.1,BRRI B61,9.6,substantive
Sunshine_Record,Comilla | 2021 | 6 | 24,BRRI B61,9.1,BRRI B61,9.8,substantive
Sunshine_Record,Comilla | 2021 | 6 | 25,BRRI B61,9.5,BRRI B61,7.2,substantive
Sunshine_Record,Comilla | 2021 | 6 | 26,BRRI B61,4.2,BRRI B61,6.4,substantive
Sunshine_Record,Comilla | 2021 | 6 | 27,BRRI B61,9.2,BRRI B61,10.3,substantive
Sunshine_Record,Comilla | 2021 | 6 | 28,BRRI B61,2.6,BRRI B61,3.1,substantive
Sunshine_Record,Comilla | 2021 | 6 | 29,BRRI B61,1.5,BRRI B61,1.8,substantive
Sunshine_Record,Comilla | 2021 | 6 | 30,BRRI B61,2.6,BRRI B61,0.4,substantive
Sunshine_Record,Comilla | 2021 | 7 | 1,BRRI B61,2.6,BRRI B61,0.0,substantive
Sunshine_Record,Comilla | 2021 | 7 | 3,BRRI B61,3.2,BRRI B61,1.8,substantive
Sunshine_Record,Comilla | 2021 | 7 | 4,BRRI B61,2.2,BRRI B61,1.0,substantive
Sunshine_Record,Comilla | 2021 | 7 | 5,BRRI B61,8.7,BRRI B61,6.9,substantive
Sunshine_Record,Comilla | 2021 | 7 | 6,BRRI B61,5.3,BRRI B61,6.6,substantive
Sunshine_Record,Comilla | 2021 | 7 | 7,BRRI B61,5.2,BRRI B61,3.0,substantive
Sunshine_Record,Comilla | 2021 | 7 | 8,BRRI B61,6.2,BRRI B61,9.0,substantive
Sunshine_Record,Comilla | 2021 | 7 | 9,BRRI B61,6.5,BRRI B61,8.1,substantive
Sunshine_Record,Comilla | 2021 | 7 | 10,BRRI B61,4.5,BRRI B61,4.7,substantive
Sunshine_Record,Comilla | 2021 | 7 | 11,BRRI B61,6.7,BRRI B61,8.4,substantive
Sunshine_Record,Comilla | 2021 | 7 | 12,BRRI B61,9.1,BRRI B61,8.0,substantive
Sunshine_Record,Comilla | 2021 | 7 | 13,BRRI B61,7.5,BRRI B61,9.7,substantive
Sunshine_Record,Comilla | 2021 | 7 | 14,BRRI B61,9.8,BRRI B61,7.7,substantive
Sunshine_Record,Comilla | 2021 | 7 | 15,BRRI B61,5.2,BRRI B61,8.4,substantive
Sunshine_Record,Comilla | 2021 | 7 | 16,BRRI B61,7.6,BRRI B61,6.9,substantive
Sunshine_Record,Comilla | 2021 | 7 | 17,BRRI B61,3.7,BRRI B61,2.7,substantive
Sunshine_Record,Comilla | 2021 | 7 | 18,BRRI B61,3.1,BRRI B61,3.7,substantive
Sunshine_Record,Comilla | 2021 | 7 | 19,BRRI B61,5.6,BRRI B61,0.2,substantive
Sunshine_Record,Comilla | 2021 | 7 | 20,BRRI B61,5.3,BRRI B61,3.6,substantive
Sunshine_Record,Comilla | 2021 | 7 | 21,BRRI B61,6.7,BRRI B61,3.0,substantive
Sunshine_Record,Comilla | 2021 | 7 | 22,BRRI B61,4.2,BRRI B61,9.7,substantive
Sunshine_Record,Comilla | 2021 | 7 | 23,BRRI B61,5.6,BRRI B61,0.9,substantive
Sunshine_Record,Comilla | 2021 | 7 | 24,BRRI B61,5.2,BRRI B61,3.2,substantive
Sunshine_Record,Comilla | 2021 | 7 | 25,BRRI B61,7.3,BRRI B61,5.7,substantive
Sunshine_Record,Comilla | 2021 | 7 | 26,BRRI B61,6.2,BRRI B61,4.7,substantive
Sunshine_Record,Comilla | 2021 | 7 | 27,BRRI B61,5.7,BRRI B61,4.6,substantive
Sunshine_Record,Comilla | 2021 | 7 | 28,BRRI B61,0.5,BRRI B61,2.1,substantive
Sunshine_Record,Comilla | 2021 | 7 | 29,BRRI B61,0.5,BRRI B61,0.3,substantive
Sunshine_Record,Comilla | 2021 | 7 | 30,BRRI B61,0.3,BRRI B61,0.0,substantive
Sunshine_Record,Comilla | 2021 | 7 | 31,BRRI B61,1.1,BRRI B61,1.0,substantive
Sunshine_Record,Comilla | 2021 | 8 | 1,BRRI B61,5.4,BRRI B61,4.0,substantive
Sunshine_Record,Comilla | 2021 | 8 | 2,BRRI B61,5.4,BRRI B61,3.7,substantive
Sunshine_Record,Comilla | 2021 | 8 | 3,BRRI B61,5.2,BRRI B61,4.1,substantive
Sunshine_Record,Comilla | 2021 | 8 | 4,BRRI B61,11.6,BRRI B61,9.1,substantive
Sunshine_Record,Comilla | 2021 | 8 | 5,BRRI B61,5.6,BRRI B61,7.8,substantive
Sunshine_Record,Comilla | 2021 | 8 | 6,BRRI B61,8.4,BRRI B61,7.4,substantive
Sunshine_Record,Comilla | 2021 | 8 | 7,BRRI B61,2.1,BRRI B61,2.7,substantive
Sunshine_Record,Comilla | 2021 | 8 | 8,BRRI B61,3.4,BRRI B61,4.2,substantive
Sunshine_Record,Comilla | 2021 | 8 | 9,BRRI B61,2.5,BRRI B61,1.0,substantive
Sunshine_Record,Comilla | 2021 | 8 | 10,BRRI B61,2.2,BRRI B61,3.3,substantive
Sunshine_Record,Comilla | 2021 | 8 | 11,BRRI B61,6.3,BRRI B61,5.4,substantive
Sunshine_Record,Comilla | 2021 | 8 | 12,BRRI B61,7.2,BRRI B61,6.6,substantive
Sunshine_Record,Comilla | 2021 | 8 | 13,BRRI B61,2.3,BRRI B61,0.0,substantive
Sunshine_Record,Comilla | 2021 | 8 | 14,BRRI B61,1.7,BRRI B61,2.6,substantive
Sunshine_Record,Comilla | 2021 | 8 | 15,BRRI B61,4.9,BRRI B61,1.2,substantive
Sunshine_Record,Comilla | 2021 | 8 | 16,BRRI B61,1.0,BRRI B61,0.1,substantive
Sunshine_Record,Comilla | 2021 | 8 | 18,BRRI B61,3.7,BRRI B61,3.5,substantive
Sunshine_Record,Comilla | 2021 | 8 | 19,BRRI B61,2.4,BRRI B61,1.3,substantive
Sunshine_Record,Comilla | 2021 | 8 | 20,BRRI B61,3.8,BRRI B61,3.0,substantive
Sunshine_Record,Comilla | 2021 | 8 | 21,BRRI B61,3.4,BRRI B61,3.6,substantive
Sunshine_Record,Comilla | 2021 | 8 | 22,BRRI B61,8.7,BRRI B61,7.8,substantive
Sunshine_Record,Comilla | 2021 | 8 | 23,BRRI B61,2.3,BRRI B61,3.8,substantive
Sunshine_Record,Comilla | 2021 | 8 | 24,BRRI B61,7.9,BRRI B61,7.3,substantive
Sunshine_Record,Comilla | 2021 | 8 | 25,BRRI B61,7.8,BRRI B61,0.1,substantive
Sunshine_Record,Comilla | 2021 | 8 | 26,BRRI B61,4.5,BRRI B61,2.0,substantive
Sunshine_Record,Comilla | 2021 | 8 | 27,BRRI B61,8.7,BRRI B61,8.3,substantive
Sunshine_Record,Comilla | 2021 | 8 | 28,BRRI B61,8.4,BRRI B61,9.0,substantive
Sunshine_Record,Comilla | 2021 | 8 | 29,BRRI B61,7.7,BRRI B61,3.5,substantive
Sunshine_Record,Comilla | 2021 | 8 | 30,BRRI B61,8.9,BRRI B61,3.4,substantive
Sunshine_Record,Comilla | 2021 | 8 | 31,BRRI B61,7.8,BRRI B61,11.7,substantive
Sunshine_Record,Comilla | 2021 | 9 | 1,BRRI B61,2.8,BRRI B61,2.6,substantive
Sunshine_Record,Comilla | 2021 | 9 | 2,BRRI B61,5.7,BRRI B61,5.3,substantive
Sunshine_Record,Comilla | 2021 | 9 | 3,BRRI B61,7.2,BRRI B61,6.5,substantive
Sunshine_Record,Comilla | 2021 | 9 | 4,BRRI B61,8.6,BRRI B61,6.8,substantive
Sunshine_Record,Comilla | 2021 | 9 | 5,BRRI B61,10.2,BRRI B61,7.8,substantive
Sunshine_Record,Comilla | 2021 | 9 | 6,BRRI B61,8.2,BRRI B61,6.9,substantive
Sunshine_Record,Comilla | 2021 | 9 | 7,BRRI B61,9.6,BRRI B61,8.4,substantive
Sunshine_Record,Comilla | 2021 | 9 | 8,BRRI B61,5.6,BRRI B61,10.6,substantive
Sunshine_Record,Comilla | 2021 | 9 | 9,BRRI B61,10.4,BRRI B61,4.8,substantive
Sunshine_Record,Comilla | 2021 | 9 | 10,BRRI B61,9.8,BRRI B61,3.0,substantive
Sunshine_Record,Comilla | 2021 | 9 | 11,BRRI B61,8.1,BRRI B61,7.5,substantive
Sunshine_Record,Comilla | 2021 | 9 | 12,BRRI B61,9.8,BRRI B61,8.2,substantive
Sunshine_Record,Comilla | 2021 | 9 | 13,BRRI B61,10.2,BRRI B61,7.8,substantive
Sunshine_Record,Comilla | 2021 | 9 | 14,BRRI B61,4.8,BRRI B61,5.6,substantive
Sunshine_Record,Comilla | 2021 | 9 | 15,BRRI B61,8.9,BRRI B61,7.5,substantive
Sunshine_Record,Comilla | 2021 | 9 | 16,BRRI B61,8.2,BRRI B61,7.0,substantive
Sunshine_Record,Comilla | 2021 | 9 | 17,BRRI B61,7.8,BRRI B61,4.3,substantive
Sunshine_Record,Comilla | 2021 | 9 | 18,BRRI B61,9.2,BRRI B61,0.9,substantive
Sunshine_Record,Comilla | 2021 | 9 | 19,BRRI B61,6.8,BRRI B61,0.9,substantive
Sunshine_Record,Comilla | 2021 | 9 | 20,BRRI B61,4.8,BRRI B61,0.2,substantive
Sunshine_Record,Comilla | 2021 | 9 | 21,BRRI B61,6.5,BRRI B61,3.2,substantive
Sunshine_Record,Comilla | 2021 | 9 | 22,BRRI B61,8.4,BRRI B61,6.4,substantive
Sunshine_Record,Comilla | 2021 | 9 | 23,BRRI B61,8.7,BRRI B61,8.8,substantive
Sunshine_Record,Comilla | 2021 | 9 | 24,BRRI B61,10.8,BRRI B61,8.2,substantive
Sunshine_Record,Comilla | 2021 | 9 | 25,BRRI B61,5.7,BRRI B61,3.3,substantive
Sunshine_Record,Comilla | 2021 | 9 | 26,BRRI B61,9.4,BRRI B61,8.5,substantive
Sunshine_Record,Comilla | 2021 | 9 | 27,BRRI B61,7.8,BRRI B61,8.0,substantive
Sunshine_Record,Comilla | 2021 | 9 | 28,BRRI B61,6.4,BRRI B61,2.7,substantive
Sunshine_Record,Comilla | 2021 | 9 | 29,BRRI B61,6.8,BRRI B61,6.1,substantive
Sunshine_Record,Comilla | 2021 | 9 | 30,BRRI B61,7.9,BRRI B61,6.7,substantive
Sunshine_Record,Comilla | 2021 | 10 | 1,BRRI B61,9.8,BRRI B61,6.5,substantive
Sunshine_Record,Comilla | 2021 | 10 | 2,BRRI B61,3.4,BRRI B61,2.0,substantive
Sunshine_Record,Comilla | 2021 | 10 | 3,BRRI B61,6.8,BRRI B61,7.6,substantive
Sunshine_Record,Comilla | 2021 | 10 | 4,BRRI B61,8.2,BRRI B61,6.1,substantive
Sunshine_Record,Comilla | 2021 | 10 | 5,BRRI B61,2.2,BRRI B61,0.2,substantive
Sunshine_Record,Comilla | 2021 | 10 | 6,BRRI B61,8.8,BRRI B61,7.4,substantive
Sunshine_Record,Comilla | 2021 | 10 | 7,BRRI B61,6.4,BRRI B61,5.7,substantive
Sunshine_Record,Comilla | 2021 | 10 | 8,BRRI B61,5.8,BRRI B61,4.3,substantive
Sunshine_Record,Comilla | 2021 | 10 | 9,BRRI B61,4.8,BRRI B61,1.3,substantive
Sunshine_Record,Comilla | 2021 | 10 | 10,BRRI B61,9.4,BRRI B61,6.4,substantive
Sunshine_Record,Comilla | 2021 | 10 | 11,BRRI B61,7.9,BRRI B61,9.3,substantive
Sunshine_Record,Comilla | 2021 | 10 | 12,BRRI B61,5.7,BRRI B61,4.8,substantive
Sunshine_Record,Comilla | 2021 | 10 | 13,BRRI B61,9.5,BRRI B61,4.5,substantive
Sunshine_Record,Comilla | 2021 | 10 | 14,BRRI B61,8.7,BRRI B61,5.9,substantive
Sunshine_Record,Comilla | 2021 | 10 | 15,BRRI B61,9.2,BRRI B61,8.0,substantive
Sunshine_Record,Comilla | 2021 | 10 | 16,BRRI B61,9.5,BRRI B61,8.3,substantive
Sunshine_Record,Comilla | 2021 | 10 | 17,BRRI B61,6.9,BRRI B61,5.7,substantive
Sunshine_Record,Comilla | 2021 | 10 | 18,BRRI B61,7.2,BRRI B61,5.7,substantive
Sunshine_Record,Comilla | 2021 | 10 | 19,BRRI B61,5.8,BRRI B61,0.5,substantive
Sunshine_Record,Comilla | 2021 | 10 | 20,BRRI B61,5.2,BRRI B61,4.5,substantive
Sunshine_Record,Comilla | 2021 | 10 | 21,BRRI B61,7.2,BRRI B61,8.5,substantive
Sunshine_Record,Comilla | 2021 | 10 | 22,BRRI B61,4.1,BRRI B61,4.7,substantive
Sunshine_Record,Comilla | 2021 | 10 | 23,BRRI B61,5.2,BRRI B61,6.2,substantive
Sunshine_Record,Comilla | 2021 | 10 | 24,BRRI B61,8.7,BRRI B61,8.0,substantive
Sunshine_Record,Comilla | 2021 | 10 | 25,BRRI B61,8.2,BRRI B61,7.6,substantive
Sunshine_Record,Comilla | 2021 | 10 | 26,BRRI B61,7.1,BRRI B61,9.3,substantive
Sunshine_Record,Comilla | 2021 | 10 | 27,BRRI B61,3.8,BRRI B61,2.8,substantive
Sunshine_Record,Comilla | 2021 | 10 | 29,BRRI B61,8.9,BRRI B61,10.1,substantive
Sunshine_Record,Comilla | 2021 | 10 | 30,BRRI B61,8.7,BRRI B61,9.9,substantive
Sunshine_Record,Comilla | 2021 | 11 | 1,BRRI B61,8.1,BRRI B61,8.0,rounding
Sunshine_Record,Comilla | 2021 | 11 | 2,BRRI B61,7.8,BRRI B61,8.9,substantive
Sunshine_Record,Comilla | 2021 | 11 | 4,BRRI B61,7.5,BRRI B61,8.2,substantive
Sunshine_Record,Comilla | 2021 | 11 | 5,BRRI B61,7.2,BRRI B61,9.9,substantive
Sunshine_Record,Comilla | 2021 | 11 | 6,BRRI B61,8.4,BRRI B61,9.5,substantive
Sunshine_Record,Comilla | 2021 | 11 | 7,BRRI B61,8.6,BRRI B61,9.4,substantive
Sunshine_Record,Comilla | 2021 | 11 | 8,BRRI B61,7.9,BRRI B61,9.9,substantive
Sunshine_Record,Comilla | 2021 | 11 | 9,BRRI B61,8.3,BRRI B61,10.0,substantive
Sunshine_Record,Comilla | 2021 | 11 | 10,BRRI B61,8.2,BRRI B61,8.7,substantive
Sunshine_Record,Comilla | 2021 | 11 | 11,BRRI B61,7.9,BRRI B61,8.5,substantive
Sunshine_Record,Comilla | 2021 | 11 | 12,BRRI B61,7.4,BRRI B61,3.9,substantive
Sunshine_Record,Comilla | 2021 | 11 | 13,BRRI B61,3.4,BRRI B61,0.1,substantive
Sunshine_Record,Comilla | 2021 | 11 | 14,BRRI B61,0.0,BRRI B61,0.6,substantive
Sunshine_Record,Comilla | 2021 | 11 | 15,BRRI B61,0.6,BRRI B61,0.0,substantive
Sunshine_Record,Comilla | 2021 | 11 | 16,BRRI B61,0.3,BRRI B61,2.1,substantive
Sunshine_Record,Comilla | 2021 | 11 | 17,BRRI B61,3.9,BRRI B61,9.6,substantive
Sunshine_Record,Comilla | 2021 | 11 | 18,BRRI B61,5.8,BRRI B61,9.8,substantive
Sunshine_Record,Comilla | 2021 | 11 | 19,BRRI B61,8.2,BRRI B61,9.1,substantive
Sunshine_Record,Comilla | 2021 | 11 | 20,BRRI B61,7.8,BRRI B61,8.5,substantive
Sunshine_Record,Comilla | 2021 | 11 | 21,BRRI B61,7.2,BRRI B61,6.8,substantive
Sunshine_Record,Comilla | 2021 | 11 | 22,BRRI B61,7.2,BRRI B61,8.1,substantive
Sunshine_Record,Comilla | 2021 | 11 | 23,BRRI B61,6.8,BRRI B61,6.7,rounding
Sunshine_Record,Comilla | 2021 | 11 | 24,BRRI B61,6.8,BRRI B61,7.7,substantive
Sunshine_Record,Comilla | 2021 | 11 | 25,BRRI B61,6.9,BRRI B61,8.4,substantive
Sunshine_Record,Comilla | 2021 | 11 | 26,BRRI B61,6.9,BRRI B61,7.2,substantive
Sunshine_Record,Comilla | 2021 | 11 | 27,BRRI B61,7.2,BRRI B61,7.8,substantive
Sunshine_Record,Comilla | 2021 | 11 | 28,BRRI B61,7.3,BRRI B61,9.0,substantive
Sunshine_Record,Comilla | 2021 | 11 | 29,BRRI B61,7.2,BRRI B61,9.1,substantive
Sunshine_Record,Comilla | 2021 | 11 | 30,BRRI B61,6.8,BRRI B61,9.4,substantive
Sunshine_Record,Comilla | 2021 | 12 | 1,BRRI B61,7.9,BRRI B61,9.7,substantive
Sunshine_Record,Comilla | 2021 | 12 | 2,BRRI B61,7.6,BRRI B61,9.3,substantive
Sunshine_Record,Comilla | 2021 | 12 | 3,BRRI B61,7.8,BRRI B61,8.3,substantive
Sunshine_Record,Comilla | 2021 | 12 | 4,BRRI B61,0.0,BRRI B61,0.8,substantive
Sunshine_Record,Comilla | 2021 | 12 | 8,BRRI B61,2.2,BRRI B61,4.0,substantive
Sunshine_Record,Comilla | 2021 | 12 | 9,BRRI B61,5.2,BRRI B61,4.2,substantive
Sunshine_Record,Comilla | 2021 | 12 | 10,BRRI B61,5.6,BRRI B61,3.2,substantive
